Sr. No.,Division,District,Institute Code,Year,Course,Institute Name,Capacity,Enrolled
984,Pune,Pune,405,2019-20,ANM,"JANAKI INSTITUTE OF NURSING EDUCATION , PUNE",20,19
985,Amravati,Yavatmal,410,2019-20,ANM,"SHRI VINAYAKRAOBAPU DESHMUKH NURSING SCHOOL , SAWARGAON , YAVATMAL",60,60
986,Chh. Sambhaji Nagar,Beed,412,2019-20,ANM,"JIJAMATA SCHOOL OF NURSING, MAJALGAON, BEED",20,17
987,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,415,2019-20,ANM,"AURANGABAD NURSING SCHOOL, BHALGAON, AURANGABAD",20,7
988,Chh. Sambhaji Nagar,Latur,420,2019-20,ANM,"SANT RAMBHAU A.N.M. SCHOOL , AHMEDPUR , LATUR",20,6
989,Chh. Sambhaji Nagar,Parbhani,421,2019-20,ANM,"MADHAV A.N.M. SCHOOL, PARBHANI",20,20
990,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,423,2019-20,ANM,"PAITHAN NURSING SCHOOL, PAITHAN, AURANGABAD",20,15
991,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,424,2019-20,ANM,"PRIYANKA GANDHI NURSING SCHOOL, AURANGABAD",20,0
992,Nashik,Dhule,425,2019-20,ANM,"KIRAN NURSING SCHOOL, KAPADNE, DHULE",20,17
993,Nagpur,Bhandara,426,2019-20,ANM,"PAWANRAJA NURSING SCHOOL , PAUNI , BHANDARA",30,30
994,Nashik,Dhule,427,2019-20,ANM,"SAU. R.G. MALI NURSING COLLEGE, AKLAD , DHULE",20,17
995,Pune,Kolhapur,428,2019-20,ANM,"SHRI BHAIRAVNATH NURSING SCHOOL , ICHALKARANJI  , KOLHAPUR",20,20
996,Amravati,Yavatmal,431,2019-20,ANM,"MATOSHRI ORGANIZATION OF NURSING EDUCATION , YAVATMAL",20,20
997,Chh. Sambhaji Nagar,Jalna,432,2019-20,ANM,"JALNA NURSING SCHOOL, SHELGAON, JALNA",20,0
998,Chh. Sambhaji Nagar,Jalna,446,2019-20,ANM,"GENERAL HOSPITAL, JALANA",20,20
999,Pune,Solapur,449,2019-20,ANM,"DHANVANTERI SCHOOL OF NURSING , MALSHIRAS , SOLAPUR",30,30
1000,Chh. Sambhaji Nagar,Parbhani,476,2019-20,ANM,"Dr.Prafulla Patil Nursing School, Parbhani",20,20
1001,Chh. Sambhaji Nagar,Parbhani,477,2019-20,ANM,"BELESHWAR INSTITUTE OF NURSING, PARBHANI",20,20
1002,Pune,Satara,480,2019-20,ANM,"BEL AIR COLLEGE OF NURSING, PANCHAGANI, SATARA",30,30
1003,Pune,Kolhapur,481,2019-20,ANM,"SAVITRIBAI PHULE COLLEGE OF NURSING, KOLHAPUR",20,17
1004,Nagpur,Nagpur,482,2019-20,ANM,SMT. HANSABEN NURSING SCHOOL NAGPUR,20,20
1005,Konkan,Thane,484,2019-20,ANM,"NAVJEEVAN SCHOOL OF NURSING, SHAHAPUR, THANE",20,14
1006,Konkan,Thane,485,2019-20,ANM,"DAYANAND SCHOOL OF NURSING, VADOLI TALASARI THANE",25,24
1007,Konkan,Raigarh,486,2019-20,ANM,"PRATIBHA SCHOOL OF NURSING, KOPERKHAIRANE, NAVI MUMBAI",20,20
1008,Konkan,Sindhudurg,487,2019-20,ANM,"SARASWATI ANM NURSING SCHOOL, KANKAVLI, SINDHUDURG",20,20
1009,Nashik,Nashik,488,2019-20,ANM,"SAI NURSING SCHOOL, MALEGAON NASHIK",20,20
1010,Konkan,Thane,489,2019-20,ANM,"N. K. T. T. SCHOOL OF NURSING, BHIWANDI, THANE",20,20
1011,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,490,2019-20,ANM,"Manik Nursing School, Garkhed, Aurangabad",20,20
1012,Chh. Sambhaji Nagar,Latur,492,2019-20,ANM,"New Vision School of Nursing, Latur",20,19
1013,Chh. Sambhaji Nagar,Beed,493,2019-20,ANM,MAULI NURSING SCHOOL BARSHI ROAD BEED,20,20
1014,Chh. Sambhaji Nagar,Jalna,494,2019-20,ANM,"Mathsyodari Nursing School, Tal  Ambad, Jalna",20,20
1015,Chh. Sambhaji Nagar,Beed,495,2019-20,ANM,"ANKITA DOUND INSTITUTE OF NURSING SCHOOL, AMBAJOGAI, BEED",20,10
1016,Chh. Sambhaji Nagar,Parbhani,496,2019-20,ANM,"SAKSHI NURSING SCHOOL, MANWAT, PARBHANI",20,20
1017,Nashik,Nashik,497,2019-20,ANM,"SWAMI VIVEKANAND SANSTHA, MALEGAON, NASHIK",20,11
1018,Pune,Pune,499,2019-20,ANM,"Sushrusha Nursing School, Ap  Daund, Pune",20,20
1019,Pune,Pune,500,2019-20,ANM,"SUSHILA NURSING SCHOOL, DAUND, PUNE",20,20
1020,Pune,Sangli,501,2019-20,ANM,"CHINGUAAI INSTITUTE OF NURSING EDUCATION, KAVATHE MAHANKAL, SANGLI",20,10
1021,Pune,Kolhapur,502,2019-20,ANM,"SANJEEVA NURSING SCHOOL, KOLHAPUR",20,20
1022,Nashik,Ahilyanagar,505,2019-20,ANM,"SAVITRIBAI PHULE ANM NURSING COLLEGE, SHRIGONDA, AHMEDNAGAR",20,0
1023,Nashik,Ahilyanagar,506,2019-20,ANM,"KOPERGAON TALUKA VIDYARTHI SAHAYYAK SCHOOL OF NURSING,KOPERGAON",20,20
1024,Pune,Sangli,507,2019-20,ANM,"ABHINAV INSTITUTE OF NURSING EDUCATION, MIRAJ, SANGLI",20,20
1025,Pune,Pune,508,2019-20,ANM,"PRIYADARSHINI SHAK. BAU. GRAM VIKAS MAHILA SEVABHAVI MANDAL, SCHOOL OF NURSING, SHIRUR, PUNE",20,20
1026,Nagpur,Bhandara,512,2019-20,ANM,"ASHIRWAD NURSING SCHOOL OF ANM, SAKOLI BHANDARA",40,40
1027,Amravati,Yavatmal,513,2019-20,ANM,"Jeevan Rekha  School of Nursing, Tal  Umarkhed, Yavatmal",20,20
1028,Amravati,Yavatmal,514,2019-20,ANM,"Sanjeevan Nursing School, Yavatmal,",20,20
1029,Nagpur,Nagpur,515,2019-20,ANM,"SUVARNA SCHOOL OF NURSING SAONER, NAGPUR",20,20
1030,Nagpur,Nagpur,516,2019-20,ANM,"Indira Gandhi ANM Nursing School, Tal  Bhiwapur, Nagpur",20,20
1031,Amravati,Yavatmal,517,2019-20,ANM,"Yash Institute of Nursing, Athori Bazar, Yavatmal",20,20
1032,Nagpur,Wardha,523,2019-20,ANM,"NEW MAHARASHTRA INSTITUTE OF NURSING, MAHADEVPURA, WARDHA",20,19
1033,Nashik,Ahilyanagar,524,2019-20,ANM,"SHREE SAI NURSING SCHOOL, JAMKHED, AHMEDNAGAR",20,15
1034,Pune,Sangli,526,2019-20,ANM,"VIDYA SAGAR NURSING SCHOOL, SANGLI",20,19
1035,Nagpur,Gondia,531,2019-20,ANM,"Shri Dattatraya Prabhu Bahu. Shikshan Sanstha, Tiroda, Gondia",30,30
1036,Chh. Sambhaji Nagar,Nanded,533,2019-20,ANM,"Sharadrao Nursing College, Naigona Nanded",20,20
1037,Chh. Sambhaji Nagar,Nanded,534,2019-20,ANM,DHARTI SCHOOL OF NURSING MALEGAON RD NANDED,20,20
1038,Chh. Sambhaji Nagar,Nanded,535,2019-20,ANM,"Satabai Landge Nursing School, Nanded",20,20
1039,Amravati,Amravati,539,2019-20,ANM,"SHRI SANT LAHANUJI MAHARAJ SCHOOL OF NURSING, DARYAPUR, AMRAVATI",20,20
1040,Nashik,Nashik,541,2019-20,ANM,"KALWAN NURSING SCHOOL, KALWAN, NASHIK",20,20
1041,Nashik,Nashik,542,2019-20,ANM,"DINDORI SCHOOL OF NURSING, DINDORI, NASHIK",20,20
1042,Nashik,Nashik,543,2019-20,ANM,"YEOLA SCHOOL OF NURSING, YEOLA, NASHIK",20,20
1043,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,545,2019-20,ANM,"Yeshwant Institute of Nursing, Paithan Road, Aurangabad",30,30
1044,Chh. Sambhaji Nagar,Latur,546,2019-20,ANM,"SWAMI VIVEKANAND SHIKSHAN PRASARAK MANDAL, UDGIR, LATUR",20,0
1045,Amravati,Washim,548,2019-20,ANM,"Nazarene Nursing Training College, Pusad Road, Washim",20,20
1046,Nagpur,Gondia,550,2019-20,ANM,"Gondia Nursing College, Gondia",20,20
1047,Nagpur,Gondia,552,2019-20,ANM,"S. CHANDRA SCHOOL OF NURSING, ARJUNI GONDIA",20,15
1048,Amravati,Amravati,553,2019-20,ANM,"Sardar Nursing Institute, Walgaon Road, Amravati",20,17
1049,Amravati,Amravati,555,2019-20,ANM,"M.J. Pawade Nurisng School, Tal - Morshi, Amravati",20,20
1050,Nagpur,Wardha,557,2019-20,ANM,"Sunita Nursing School, Tal  Shelu, Wardha",20,20
1051,Nagpur,Gondia,558,2019-20,ANM,"S.R.V. NURSING SCHOOL, DAWAKI, TAL DEORI DIST GONDIA",20,18
1052,Chh. Sambhaji Nagar,Dharashiv,559,2019-20,ANM,"Late Changdevrao Banger Nursing School, Tal - Bhum, Osmanabad",20,16
1053,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,561,2019-20,ANM,"Prabhavati Nursing School, Aurangabad",20,20
1054,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,563,2019-20,ANM,GOGANATH BABA ANM NURSING SCHOOL CHITEGAON AURANGABAD,20,20
1055,Chh. Sambhaji Nagar,Beed,564,2019-20,ANM,"Late Ranghunathraoji Kendre Nursing School, Vaijnath, Beed",20,14
1056,Chh. Sambhaji Nagar,Latur,565,2019-20,ANM,"Sarojini Naidu School of Nursing, Chakur, Latur",20,20
1057,Chh. Sambhaji Nagar,Nanded,566,2019-20,ANM,"Indira Gandhi School of Nursing, Loha, Nanded",20,20
1058,Nashik,Nashik,567,2019-20,ANM,"MATOSHRI ASARABAI DARADE SCHOOL OF NURSING, YEOLA, NASHIK",20,20
1059,Amravati,Akola,568,2019-20,ANM,"MAHARSHI WALMIKI INSTITUTE OF NURSING MALKAPUR,AKOLA",30,29
1060,Amravati,Akola,571,2019-20,ANM,"AZAD HIND NURSING SCHOOL, AKOLA",20,20
1061,Amravati,Amravati,573,2019-20,ANM,"Gurumauli Institue of Nursing Science, Amravati",20,20
1062,Chh. Sambhaji Nagar,Hingoli,580,2019-20,ANM,"L.D.H.T. SCHOOL OF NURSING, HINGOLI",20,20
1063,Chh. Sambhaji Nagar,Hingoli,581,2019-20,ANM,"JAI HIND NURSING SCHOOL, HINGOLI",20,20
1064,Pune,Kolhapur,582,2019-20,ANM,"SANT GAJANAN MAHARAJ SCHOOL OF NURSING, CHINCHEWADI, GADHINGLAJ, KOLHAPUR",20,16
1065,Konkan,Sindhudurg,584,2019-20,ANM,"MAI NURSING SCHOOL, KUDAL",20,19
1066,Nashik,Dhule,585,2019-20,ANM,"RANIMANSAHEB MANUBADEVI RAWAL NURSING SCHOOL, DONDAICHA, DHULE",40,25
1067,Nashik,Dhule,586,2019-20,ANM,"D.S. NURSING SCHOOL, SAKRI, DHULE",20,18
1068,Konkan,Thane,587,2019-20,ANM,"SHRI GAJANAN MAHARAJ TRAINING SCHOOL OF  NURSING, JAWAHAR, THANE",20,11
1069,Nashik,Nashik,588,2019-20,ANM,"PETH NURSING SCHOOL, PETH, NASHIK",20,20
1070,Nashik,Nashik,589,2019-20,ANM,"IGATPURI NURSING SCHOOL, IGATPURI, NASHIK",20,20
1071,Nashik,Nashik,590,2019-20,ANM,"NIFAD NURSING SCHOOL, NIFAD, NASHIK",20,20
1072,Nashik,Nashik,591,2019-20,ANM,"MANMAD NURSING SCHOOL, YEOLA, NASHIK",20,20
1073,Nashik,Nashik,592,2019-20,ANM,"SAI CARE NURSING SCHOOL, NASHIK",20,20
1074,Nashik,Nashik,593,2019-20,ANM,"JIJAMATA NURSING SCHOOL, MALEGAON, NASHIK",20,20
1075,Konkan,Raigarh,595,2019-20,ANM,"D. D. VISPUTE SCHOOL OF NURSING, PANVEL, RAIGAD",30,11
1076,Nashik,Nashik,597,2019-20,ANM,"RAJEEV GANDHI GNM NURSING COLLEGE, SINNAR, NASHIK",20,20
1077,Nashik,Nashik,598,2019-20,ANM,"TANMAYI NURSING INSTITUTE, NASHIK",20,20
1078,Nashik,Nashik,601,2019-20,ANM,"KARM. R. S. WAGH EDUCATION  HEALTH SANSTHAS SCHOOL OF NURSING, DINDORI, NASHIK",20,7
1079,Nashik,Ahilyanagar,604,2019-20,ANM,"MANGALA NURSING SCHOOL, AHMEDNAGAR",20,6
1080,Nashik,Ahilyanagar,608,2019-20,ANM,"ABHINAV NURSING SCHOOL, AHMEDNAGAR",20,20
1081,Pune,Pune,610,2019-20,ANM,"SHIRUR SCHOOL OF NURSING, SHIRUR, PUNE",20,19
1082,Nashik,Ahilyanagar,612,2019-20,ANM,"ASHIRWAD NURSING SCHOOL, RAHURI, AHMEDNAGAR",20,20
1083,Pune,Kolhapur,616,2019-20,ANM,"SHRI SIDDHI NURSING SCHOOL, KAGAL, KOLHAPUR",20,20
1084,Pune,Kolhapur,617,2019-20,ANM,"SIDDHAGIRI NURSING INSTITUTE, KARVEER, KOLHAPUR",20,20
1085,Nashik,Ahilyanagar,618,2019-20,ANM,"SAI NURSING SCHOOL, SHEVGAON, AHMEDNAGAR",20,20
1086,Nashik,Ahilyanagar,620,2019-20,ANM,"DR. RAMESH DHOKANE PATIL SCHOOL OF NURSING, NEWASA, AHMEDNAGAR",20,20
1087,Nashik,Ahilyanagar,622,2019-20,ANM,"NITYASEVA NURSING SCHOOL, PARNER, AHMEDNAGAR",20,17
1088,Pune,Sangli,623,2019-20,ANM,"KEDARNATH NURSING SCHOOL, ISLAMPUR, SANGLI",20,20
1089,Nashik,Ahilyanagar,625,2019-20,ANM,"SHRUTI NURSING SCHOOL, SHRIRAMPUR, AHMEDNAGAR",20,0
1090,Nashik,Ahilyanagar,626,2019-20,ANM,"KOPARGAON NURSING SCHOOL, KOPERGAON, AHMEDNAGAR",20,0
1091,Pune,Sangli,627,2019-20,ANM,"LAXMIPRABHA NURSING INSTITUTE, MIRAJ, SANGLI",20,20
1092,Pune,Sangli,628,2019-20,ANM,"SHABBIR AHMED ANSARI NURSING SCHOOL, MIRAJ, SANGLI",20,16
1093,Nashik,Ahilyanagar,629,2019-20,ANM,"LATE BHAU DAJI PATIL DESHMUKH GRAMIN VIKAS PRATISHTHAN'S RANM SCHOOL, AHMEDNAGAR",20,19
1094,Nashik,Ahilyanagar,630,2019-20,ANM,"SAWALI SCHOOL OF NURSING, PARNER, AHMEDNAGAR",20,19
1095,Pune,Pune,633,2019-20,ANM,"TILAK MAHARASHTRA VIDYAPEETH INSTITUTE OF NURSING EDUCATION  RESEARCH, PUNE",20,3
1096,Nashik,Ahilyanagar,634,2019-20,ANM,"JIJAMATA NURSING SCHOOL, SHEVGAON, AHMEDNAGAR",20,18
1097,Pune,Sangli,635,2019-20,ANM,"DHANVANTARI INSTITUTE OF NURSING  PARAMEDICAL SCIENCES, SHIRALA, SANGLI",20,16
1098,Pune,Solapur,636,2019-20,ANM,"VIJAYSINH MOHITE PATIL SCHOOL OF NURSING, MALSHIRAS, SOLAPUR",20,10
1099,Pune,Pune,637,2019-20,ANM,"LATE UDHAVRAO TULSHIRAM JADHAVAR FOUNDATIONS INSTITUTE OF NURSING, PUNE",20,20
1100,Pune,Solapur,638,2019-20,ANM,"SARDARBI INSTITUTE OF NURSING EDUCATION, MOHOL, SOLAPUR",20,20
1101,Pune,Solapur,642,2019-20,ANM,"JANKALYAN INSTITUTE OF NURSING EDUCATION, PANDHARPUR, SOLAPUR",20,19
1102,Pune,Satara,645,2019-20,ANM,"WILLIS F. PIERCE MEMORIAL HOSPITAL, WAI, SATARA",20,20
1103,Pune,Pune,650,2019-20,ANM,"YASH INSTITUTE OF NURSING  PARAMEDICAL SCIENCES, INDAPUR, PUNE",20,20
1104,Pune,Sangli,651,2019-20,ANM,"SHRI DATTA SCHOOL OF NURSING, SHIRALA, SANGLI",20,19
1105,Pune,Solapur,652,2019-20,ANM,"DHANSHRI INSTITUTE OF NURSING, MADHA, SOLAPUR",20,20
1106,Nagpur,Wardha,653,2019-20,ANM,"CHETNA NURSING INSTITUTE, WARDHA",20,20
1107,Amravati,Buldana,654,2019-20,ANM,"JIJAMATA SCHOOL OF NURSING, BULDANA",20,20
1108,Nagpur,Chandrapur,655,2019-20,ANM,"DEONIL SCHOOL OF NURSING, MUL, CHANDRAPUR",20,16
1109,Amravati,Amravati,656,2019-20,ANM,"SARASWATI INSTITUTE OF NURSING SCIENCES AND RESEARCH, AMRAVATI",40,38
1110,Nagpur,Bhandara,657,2019-20,ANM,"MAHALAXMI NURSING SCHOOL, TUMSAR, BHANDARA",20,20
1111,Nagpur,Gondia,658,2019-20,ANM,"KAMALATAI BUDHE NURSING SCHOOL, GONDIA",20,20
1112,Nagpur,Wardha,659,2019-20,ANM,"NANDATAI LOHAVE SCHOOL OF NURSING, WARDHA",20,20
1113,Nagpur,Wardha,660,2019-20,ANM,"D. P. NURSING SCHOOL & RESEARCH INSTITUTE, WARDHA",20,19
1114,Nagpur,Bhandara,661,2019-20,ANM,"SAI NURSING SCHOOL, TUMSAR, BHANDARA",20,20
1115,Nagpur,Nagpur,663,2019-20,ANM,"SAIRAM SCHOOL OF NURSING, RAMTEK, NAGPUR",20,20
1116,Nagpur,Chandrapur,664,2019-20,ANM,"MOTHER TERESA NURSING ACADAMY, BALLARPUR, CHANDRAPUR",30,11
1117,Nagpur,Nagpur,666,2019-20,ANM,"ACHARYA VINOBA BHAVE SCHOOL OF NURSING, KATOL, NAGPUR",30,30
1118,Amravati,Yavatmal,668,2019-20,ANM,"SWA. RUPESHKUMAR INGOLE SCHOOL OF NURSING, YAVATMAL",20,20
1119,Amravati,Yavatmal,670,2019-20,ANM,"MAHAJAN NURSING SCHOOL, YAVATMAL",20,20
1120,Amravati,Buldana,671,2019-20,ANM,"PAINGANGA INSTITUTE OF NURSING, BULDANA",20,19
1121,Nagpur,Gadchiroli,672,2019-20,ANM,"SHRI SAI SCHOOL OF NURSING, ARMORI, GADCHIROLI",20,20
1122,Amravati,Yavatmal,673,2019-20,ANM,"INDIRABAI BHOYAR SCHOOL OF NURSING, GHATANJI, YAVATMAL",20,13
1123,Nagpur,Wardha,674,2019-20,ANM,"KINKAR SCHOOL OF NURSING, SELOO, WARDHA",20,20
1124,Nagpur,Chandrapur,675,2019-20,ANM,"SANT GAJANAN MAHARAJ NURSING SCHOOL, SINDE WAHI, CHANDRAPUR",20,20
1125,Amravati,Buldana,676,2019-20,ANM,"MAHATMA JYOTIBA PHULE BAHU. SHIKSHAN SANSTHAS NURSING SCHOOL, CHIKHALI, BULDHANA",20,20
1126,Nagpur,Bhandara,679,2019-20,ANM,"AROMIRA SCHOOL OF NURSING, BHANDARA",20,19
1127,Amravati,Buldana,680,2019-20,ANM,"DR. K. B. MAPRI INSTITUTE OF NURISNG, LONAR, BULDHANA",20,20
1128,Amravati,Amravati,681,2019-20,ANM,"VIDHARBH SCHOOL OF NURSING, AMRAVATI",20,20
1129,Amravati,Buldana,682,2019-20,ANM,"KALASKAR NURSING INSTITUTE, NANDURA, BULDHANA",20,20
1130,Nagpur,Nagpur,683,2019-20,ANM,"SUMANTAI WASNIK INSTITUTE OF NURSING, NAGPUR",20,20
1131,Nagpur,Wardha,686,2019-20,ANM,"SATAO NURSING TRAINING SCHOOL, WARDHA",20,17
1132,Nagpur,Bhandara,687,2019-20,ANM,"NAV  YUVA NURSING SCHOOL, BHANDARA",30,30
1133,Nagpur,Nagpur,688,2019-20,ANM,"POOJA NURSING SCHOOL, NAGPUR",40,40
1134,Nagpur,Gondia,689,2019-20,ANM,"HEALTH CARE NURSING SCHOOL, AMGAON, GONDIA",20,20
1135,Nagpur,Bhandara,690,2019-20,ANM,"G.S.NURSING SCHOOL, SAKOLI, BHANDARA",20,20
1136,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,694,2019-20,ANM,"SHRI GORAKSHA NURSING SCHOOL, PHULAMBRI, AURANGABAD",20,20
1137,Chh. Sambhaji Nagar,Latur,696,2019-20,ANM,"JIJAMATA NURSING SCHOOL, LATUR",20,17
1138,Chh. Sambhaji Nagar,Beed,697,2019-20,ANM,"SHREE VENKATESHA NURSING SCHOOL, BEED",20,20
1139,Chh. Sambhaji Nagar,Latur,699,2019-20,ANM,"S.G.NURSING SCHOOL, LATUR",20,0
1140,Chh. Sambhaji Nagar,Beed,700,2019-20,ANM,"GANDHI NURSING SCHOOL, ASHTI, BEED",20,20
1141,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,701,2019-20,ANM,"MAHARAJA  SAYAJIRAO GAIKWAD NURSING SCHOOL, AURANGABAD",20,20
1142,Chh. Sambhaji Nagar,Beed,702,2019-20,ANM,"RASHTRAMATA JIJAU NURSING SCHOOL, PATODA, BEED",20,20
1143,Chh. Sambhaji Nagar,Beed,704,2019-20,ANM,"VISHWAS SAWANT NURSING SCHOOL, BEED",20,20
1144,Chh. Sambhaji Nagar,Parbhani,705,2019-20,ANM,"INDIRA GANDHI A.N.M. NURSING SCHOOL, PARBHANI",20,20
1145,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,707,2019-20,ANM,"DR. DAHIPHALE MEDICAL FOUNDATION TRUST'S SCHOOL OF NURSING, AURANGABAD",20,20
1146,Chh. Sambhaji Nagar,Nanded,708,2019-20,ANM,"KOMALBAI MUNDE NURSING SCHOOL, MUKHED, NANDED",20,17
1147,Chh. Sambhaji Nagar,Nanded,709,2019-20,ANM,"GANSHANTI NURSING SCHOOL, NANDED",20,20
1148,Chh. Sambhaji Nagar,Nanded,710,2019-20,ANM,"RAM RATAN NURSING INSTITUTE, BHOKAR, NANDED",20,20
1149,Chh. Sambhaji Nagar,Dharashiv,711,2019-20,ANM,"BILL GATES NURSING SCHOOL, OSMANABAD",20,20
1150,Chh. Sambhaji Nagar,Nanded,712,2019-20,ANM,"SHAKUNTALA NURSING INSTITUTE, MUDKHED, NANDED",20,20
1151,Chh. Sambhaji Nagar,Latur,714,2019-20,ANM,"JAWALGE NURSING SCHOOL, LATUR",20,20
1152,Chh. Sambhaji Nagar,Nanded,717,2019-20,ANM,"GOVINDRAO PAUL NURSING SCHOOL, NANDED",30,30
1153,Chh. Sambhaji Nagar,Dharashiv,718,2019-20,ANM,"RENUKA NURSING RANM SCHOOL, KALAMB, OSMANABAD",20,20
1154,Chh. Sambhaji Nagar,Latur,719,2019-20,ANM,"DAYEE INSTITUTE OF NURSING,LATUR",20,20
1155,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,721,2019-20,ANM,"SAVITRIBAI PHULE NURSING SCHOOL, KANNAD, AURANGABAD",20,20
1156,Chh. Sambhaji Nagar,Parbhani,722,2019-20,ANM,"RAJMATA AHILYA DEVI INSTITUTION OF NURSING, PARBHANI",20,20
1157,Chh. Sambhaji Nagar,Nanded,723,2019-20,ANM,"SUBHADRA INSTITUTE NURSING SCHOOL, BILOLI, NANDED",20,16
1158,Chh. Sambhaji Nagar,Parbhani,724,2019-20,ANM,"LATE ANNASAHEB KAKDE NURSING SCHOOL, SAILU, PARBHANI",20,19
1159,Chh. Sambhaji Nagar,Parbhani,725,2019-20,ANM,"KAI. MUNIRAM NIKE NURSING SCHOOL, SONPETH, PARBHANI",20,20
1160,Chh. Sambhaji Nagar,Parbhani,727,2019-20,ANM,"RADHAI INSTITUTE OF NURSING SCHOOL, GANGAKHED, PARBHANI",20,20
1161,Chh. Sambhaji Nagar,Latur,728,2019-20,ANM,"PUSHPAI NURSING SCHOOL, AHMEDPUR, LATUR",20,20
1162,Chh. Sambhaji Nagar,Nanded,732,2019-20,ANM,"SWAMI RAMANAND TIRTH NURSING INSTITITUE, KANDHAR, NANDED",20,20
1163,Chh. Sambhaji Nagar,Beed,733,2019-20,ANM,"PRAGATI NURSING SCHOOL, PATODA, BEED",20,20
1164,Chh. Sambhaji Nagar,Beed,734,2019-20,ANM,"SAMARTH NURSING SCHOOL, WADVANI, BEED",20,20
1165,Chh. Sambhaji Nagar,Parbhani,740,2019-20,ANM,"SAMARTH NURSING SCHOOL, PARBHANI",20,20
1166,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,742,2019-20,ANM,"SHRI SWAMI SAMARTH NURSING SCHOOL, AURANGABAD",20,14
1167,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,743,2019-20,ANM,"HUDCO NURSING SCHOOL, AURANGABAD",20,20
1168,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,745,2019-20,ANM,"NEW NURSING SCHOOL, AURANGABAD",20,20
1169,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,746,2019-20,ANM,"SHEETAL NURSING SCHOOL, AURANGABAD",20,0
1170,Chh. Sambhaji Nagar,Latur,748,2019-20,ANM,"SAVITHRIBAI PULE NURSING SCHOOL, JALKOT, LATUR",20,20
1171,Chh. Sambhaji Nagar,Nanded,749,2019-20,ANM,"GANGABAI PATIL NURSING SCHOOL, BILOLI, NANDED",20,20
1172,Chh. Sambhaji Nagar,Beed,750,2019-20,ANM,"SANSKRUTI NURSING SCHOOL, BEED",20,17
1173,Chh. Sambhaji Nagar,Hingoli,751,2019-20,ANM,"SHRAVNI INSTISUTE OF NURSING, BASMAT, HINGOLI",20,20
1174,Chh. Sambhaji Nagar,Chh. Sambhaji Nagar,754,2019-20,ANM,"BHARTIYA NURSING SCHOOL, AURANGABAD",20,20
1175,Chh. Sambhaji Nagar,Hingoli,755,2019-20,ANM,"YESHWANT INSTITUTE OF NURSING SCHOOL, HINGOLI",20,14
1176,Chh. Sambhaji Nagar,Parbhani,756,2019-20,ANM,"SHRI SURESHDADA DESHMUKH INSTITUTE OF NURSING, PARBHANI",20,17
1177,Chh. Sambhaji Nagar,Nanded,757,2019-20,ANM,"BHIVRAJ KALANTRI NURSING INSTITUTE, NANDED",20,20
1178,Chh. Sambhaji Nagar,Beed,758,2019-20,ANM,"KAI BABURAO GHULE SCHOOL OF NURSING, AMBAJOGAI, BEED",20,20
1179,Chh. Sambhaji Nagar,Nanded,760,2019-20,ANM,"RAJMATA JIJAU NURSING SCHOOL, NANDED",20,20
1180,Chh. Sambhaji Nagar,Nanded,763,2019-20,ANM,"MOTHER TERESA NURSING SCHOOL, NANDED",20,18
1181,Chh. Sambhaji Nagar,Nanded,764,2019-20,ANM,"OMKAR NURSING SCHOOL, BILOLI, NANDED",20,20
1182,Chh. Sambhaji Nagar,Latur,765,2019-20,ANM,"MAHARASHTARA NURSING SCHOOL, CHAKUR, LATUR",20,20
1183,Chh. Sambhaji Nagar,Nanded,767,2019-20,ANM,"ADARSHA NURSING SCHOOL, DEGLOOR, NANDED",20,20
1184,Chh. Sambhaji Nagar,Beed,768,2019-20,ANM,"RAMLING VIGHNE NURSING SCHOOL, BEED",20,20
1185,Nagpur,Gondia,769,2019-20,ANM,"S. CHANDRA NURSING SCHOOL, AMGAON, GONDIA",20,14
1186,Nagpur,Gondia,770,2019-20,ANM,"SMT. GUNAMALA JAIN CHARITABLE TRUSTS INSTITUTE OF NURSING EDUCATION, GONDIA",20,10
1187,Nagpur,Gondia,771,2019-20,ANM,"SMT. LAXMIBAI CHANDEKAR NURSING SCHOOL, GORGAON, GONDIA",20,20
1188,Nagpur,Gondia,772,2019-20,ANM,"GONDIA CITY INSTITUTE OF NURSING & PARAMEDICAL SCIENCES, GONDIA",20,20
1189,Chh. Sambhaji Nagar,Latur,775,2019-20,ANM,"MATRUBHOOMI NURSING SCHOOL, UDGIR, LATUR",30,30
1190,Chh. Sambhaji Nagar,Dharashiv,777,2019-20,ANM,"K.T. PATIL SCHOOL OF  NURSING, OSMANABAD",20,20
